,Parameter,Value,msgId,timeSend_ms,receiver,receiverPort,packetSize_B_x,sender,delay_ms,packetSize_B_y,receivingTime_ms
0,Start simulation,2024-09-16 16:39:41.936642,,,,,,,,,
1,Simulation configuration ID,58b77825-c444-46e1-a450-b6f4a7c1dd23,,,,,,,,,
2,Network,SimbenchNetwork_Ethernet_1-LV-rural1--0-no_sw,,,,,,,,,
3,Communication graph,Ring Overlay Topology with 17 agents,,,,,,,,,
4,Agent communication pattern,DemandSupplyBalancing,,,,,,,,,
5,Trigger Type,EVENT_TRIGGERED,,,,,,,,,
6,Data size generator,"Increasing data size generator with lower bound = 200 B,upper bound = 1000 B",,,,,,,,,
7,Frequency,0,,,,,,,,,
8,Simulation duration,30000,,,,,,,,,
9,Communication mode,COMPLEX,,,,,,,,,
10,System State,SystemState.NORMAL,,,,,,,,,
11,Organizational structure,HIERARCHICAL,,,,,,,,,
0,,,0.0,20.0,aggregator_agent,1017.0,991.0,control_center_agent,1.0,536.0,21.0
1,,,0.0,20.0,aggregator_agent,1017.0,991.0,control_center_agent,2.0,455.0,22.0
2,,,1.0,109.0,generation_agent_2,1015.0,991.0,aggregator_agent,2.0,536.0,111.0
3,,,1.0,109.0,generation_agent_2,1015.0,991.0,aggregator_agent,3.0,455.0,112.0
